Name,State,AL,AK,AZ,AR,CA,CNMI,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VA,VI,WA,WV,WI,WY,Calculated SARA Total,Calculated non-SARA Total,Grand Total
Owensboro Community and Technical College,KY,0,0,0,1,3,0,1,1,0,0,1,0,0,0,1,22,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,1,43,5,48
Ozarka College,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
Ozark Christian College,MO,0,0,1,2,3,0,2,0,0,0,2,1,0,0,3,2,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,5,35
Ozarks Technical Community College,MO,0,1,0,17,2,0,3,0,1,0,6,2,1,0,10,1,4,10,2,0,0,0,0,1,4,1,0,0,2,0,0,0,0,3,5,1,3,6,1,4,0,0,0,0,3,14,2,2,0,0,2,0,0,0,106,8,114
Pace University - New York,NY,3,0,3,2,21,0,1,13,1,0,20,16,1,1,11,9,0,1,2,2,0,3,8,9,2,1,4,0,1,3,0,50,1,0,6,0,7,0,2,15,0,1,4,0,2,27,1,0,11,0,4,1,5,0,226,49,275
Pacific Lutheran University,WA,0,0,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,5,0,0,2,0,7,7,0,0,0,0,1,0,0,0,2,0,0,0,2,0,34,9,43
Pacific Northwest University of Health Sciences,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific University,OR,0,1,0,0,16,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,15,17,32
Western Michigan University Thomas M. Cooley Law School,MI,0,0,0,0,2,0,0,0,2,0,10,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,12,14,26
Palo Alto College,TX,1,12,1,0,2,0,1,0,0,1,2,1,0,0,3,2,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,34,4,38
Parker University,TX,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,1,12
Parkland College,IL,0,0,0,0,8,0,2,0,0,0,1,1,0,0,0,8,0,0,2,0,0,1,1,4,0,0,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,30,10,40
Park University,MO,44,31,151,111,378,0,59,5,12,7,151,223,30,121,122,17,3,187,21,42,4,57,34,16,21,21,0,152,20,45,8,29,66,35,233,126,149,86,12,39,1,1,234,7,60,899,212,0,223,0,144,3,16,89,4193,574,4767
Patrick Henry College,VA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Paul Quinn College,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Pearl River Community College,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,10
Peirce College,PA,3,0,0,0,3,0,0,1,5,1,2,2,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,3,0,61,0,1,1,0,0,0,0,0,0,0,1,0,1,4,0,1,3,0,2,0,0,0,96,5,101
Pellissippi State Community College,TN,1,0,1,1,6,0,1,0,0,0,6,12,0,0,5,4,0,0,4,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,8,0,2,0,0,3,0,1,1,0,0,4,0,0,5,0,2,1,0,0,61,12,73
Peninsula College,WA,0,6,0,0,18,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28,18,46
Penn Foster College,AZ,495,140,0,283,2460,10,478,385,173,109,2217,1575,141,184,1019,565,190,224,442,577,165,902,515,849,275,248,479,171,147,357,221,1071,154,1969,1361,69,1227,316,446,2080,32,112,663,72,859,2353,173,72,1452,0,844,288,472,95,26942,5373,32315
Pennsylvania College of Health Sciences,PA,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,4,15
Pennsylvania State University,PA,53,30,111,18,866,0,124,146,55,65,347,237,53,35,179,77,38,34,45,50,16,370,145,174,84,18,82,13,26,52,23,604,33,521,236,16,275,36,42,0,11,29,119,8,82,467,47,16,544,0,168,47,88,14,5600,1373,6973
Pentecostal Theological Seminary,TN,4,1,1,0,22,0,0,5,0,0,7,14,0,0,1,0,0,0,8,0,0,5,1,4,0,1,0,2,0,4,0,5,1,4,8,0,7,0,1,1,0,1,2,1,0,7,0,0,5,0,0,2,0,0,95,30,125
Peru State College,NE,2,1,3,3,32,0,10,1,0,0,10,16,2,2,11,5,50,24,1,1,1,1,2,3,4,2,25,1,0,2,1,1,0,4,3,1,3,2,2,11,1,0,4,2,6,11,0,1,3,0,3,0,0,1,230,45,275
Philadelphia College of Osteopathic Medicine,PA,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,17,2,19
Philadelphia University,PA,1,3,1,0,4,0,1,4,2,1,5,4,0,0,1,0,1,2,1,1,1,4,10,1,0,0,0,0,0,0,0,24,0,15,1,0,1,1,0,0,0,1,1,0,0,5,1,0,9,0,4,2,0,0,94,20,114
Phillips Community College of the University of Arkansas,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont College,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Community College,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
Piedmont Technical College,SC,0,0,1,0,1,0,0,1,0,0,2,14,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,34,3,37
Pierce College Fort Steilacoom,WA,8,8,26,2,36,0,16,2,0,0,11,18,21,2,7,2,1,6,7,4,1,2,3,2,4,0,6,3,1,6,1,7,2,13,24,0,3,8,16,9,0,0,10,2,11,35,4,0,13,0,0,0,0,0,313,50,363
Pierpont Community and Technical College,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5
Pikes Peak Community College,CO,0,5,3,1,11,0,0,0,0,0,4,2,3,0,0,2,0,1,2,2,1,3,2,1,2,1,2,1,0,0,0,0,2,4,5,0,1,0,1,3,0,0,1,0,2,16,0,0,5,0,6,1,3,0,82,17,99
Pima Community College,AZ,1,0,0,0,44,0,2,0,0,0,2,3,1,0,7,1,0,0,2,0,0,2,1,4,0,1,0,1,0,5,1,4,4,2,1,1,4,2,2,2,0,0,1,1,3,9,2,0,2,0,4,1,1,0,77,47,124
Pima Medical Institute - Tucson,AZ,1,3,0,2,213,0,93,3,0,0,15,13,0,4,9,0,3,3,2,2,1,6,0,5,2,3,9,1,1,50,0,3,82,13,17,2,8,5,4,16,0,1,11,1,7,107,1,0,18,0,87,1,0,1,601,230,831
Pinnacle Career Institute,MO,5,3,3,7,18,0,7,4,2,0,20,10,1,2,15,11,2,15,5,11,0,5,3,10,10,12,0,1,5,7,1,4,4,8,9,0,5,6,6,6,0,0,15,1,6,13,4,1,11,0,2,1,2,1,259,41,300
Pittsburgh Institute of Mortuary Science Inc,PA,0,0,0,0,1,0,1,0,2,0,2,4,0,1,1,2,0,0,1,0,0,9,0,12,0,0,2,2,0,1,0,0,0,12,0,0,23,2,0,0,0,0,0,1,1,0,1,0,16,0,0,16,0,0,110,3,113
Pittsburgh Technical Institute,PA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,1,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,29,0,29
Pittsburg State University,KS,0,0,1,3,1,0,2,0,0,0,2,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,108,0,2,0,0,0,0,1,4,1,1,25,0,1,0,0,4,0,0,2,0,0,1,0,1,0,1,0,164,3,167
Platt College,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plymouth State University,NH,0,0,3,0,5,0,1,9,0,0,4,7,1,0,0,4,0,1,2,2,7,0,33,0,2,1,0,0,2,0,0,11,1,14,4,0,2,0,0,1,0,2,0,0,2,7,0,17,1,0,0,0,0,1,105,44,149
Point Park University,PA,0,0,0,0,4,0,1,1,0,0,4,2,0,1,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,1,0,4,0,6,2,0,8,0,0,0,0,0,1,0,1,1,0,0,3,0,0,2,0,0,39,10,49
Portland Community College,OR,0,4,2,0,45,0,2,1,1,0,1,0,2,6,1,0,1,0,1,0,0,0,0,0,2,0,1,1,0,13,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,389,0,1,0,434,46,480
Portland State University,OR,0,6,8,2,64,0,2,1,0,0,5,0,10,11,11,0,2,1,0,3,0,6,4,1,2,0,2,9,0,11,1,1,1,3,3,0,3,1,0,3,0,1,1,0,1,6,1,1,2,0,111,1,6,2,237,95,332
Post University,CT,148,27,48,85,305,3,73,0,20,13,222,320,26,24,134,72,19,46,103,97,15,106,143,126,40,210,98,16,21,46,28,164,12,474,247,13,199,55,21,189,8,26,125,7,123,357,16,22,192,0,92,35,64,11,4405,745,5150
Prairie State College,IL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,30
Prairie View A & M University,TX,0,0,0,0,3,0,2,0,0,1,1,4,0,0,0,0,0,0,0,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,22,4,26
Pratt Community College,KS,0,0,1,1,8,0,3,2,0,0,3,1,0,2,3,0,0,0,1,1,0,15,0,1,0,0,4,0,0,0,0,1,1,3,0,0,0,27,0,3,0,0,0,0,0,5,0,0,9,0,1,0,1,0,86,11,97
Presbyterian College,SC,0,0,0,0,1,0,0,0,0,0,2,17,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,33,3,36
Prescott College,AZ,0,3,0,0,37,0,30,1,0,0,7,6,6,4,3,2,2,2,3,1,5,9,7,4,6,0,2,10,0,2,4,2,12,7,4,0,1,0,13,10,0,2,2,0,5,17,6,3,5,0,15,1,2,2,214,51,265
Presentation College,SD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,245
Pueblo Community College,CO,2,2,2,0,5,0,0,0,0,0,3,2,1,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,13,1,3,0,0,2,1,0,0,1,1,1,2,12,2,0,0,0,2,0,0,1,59,8,67
Purdue University,IN,17,1,21,2,112,0,23,27,2,4,74,48,0,10,133,0,32,11,12,7,7,30,26,72,21,5,27,1,5,8,9,34,6,45,38,4,79,13,9,61,0,6,24,4,19,127,12,5,46,0,59,2,28,4,1160,223,1383
Purdue University Northwest.,IN,0,0,8,0,5,0,3,0,0,0,6,0,2,0,927,0,0,0,1,0,0,0,0,16,0,0,1,0,0,5,2,1,1,4,3,0,24,0,3,1,0,0,12,0,1,2,0,0,3,0,1,0,1,0,1022,11,1033
Queens University of Charlotte,NC,0,0,0,1,3,0,3,0,0,0,3,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,1,0,0,3,0,0,29,0,2,10,0,0,0,0,0,0,0,0,66,6,72
Quinnipiac University,CT,4,0,5,2,14,0,1,0,0,1,16,7,2,0,3,1,2,2,1,0,8,17,66,1,3,0,0,1,1,2,13,76,0,115,6,0,7,0,1,25,0,10,2,0,9,9,1,5,14,0,8,0,2,0,367,102,469
Radford University,VA,0,0,0,0,3,0,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,5,19
Radiological Technologies University VT,IN,1,0,1,0,4,0,1,1,0,0,12,10,0,0,2,0,0,0,0,0,0,0,4,4,2,1,1,0,1,0,0,1,0,8,2,0,6,0,0,4,0,0,2,0,4,8,0,0,3,0,0,0,1,0,64,21,85
Ranken Technical College,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,7
Rappahannock Community College,VA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
Adler Graduate School,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Area Community College,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Redlands Community College,OK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,1,0,1,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,25,1,26
Red Rocks Community College,CO,0,0,4,0,2,0,0,0,0,0,3,1,0,0,0,2,1,1,0,0,0,2,1,3,1,0,0,1,1,0,0,0,0,2,1,0,1,0,4,1,0,0,0,1,0,8,1,0,0,0,1,0,0,2,39,6,45
Reformed Theological Seminary,MS,8,0,4,1,24,0,7,2,6,0,20,9,4,1,5,8,1,2,1,1,0,10,0,5,4,0,4,2,3,0,2,2,3,6,9,1,9,0,1,19,0,0,8,0,22,18,0,3,16,0,8,0,3,1,219,44,263
Regent University,VA,66,13,43,30,229,0,49,35,19,25,241,248,21,9,85,51,19,24,43,49,16,220,31,61,29,57,59,16,13,16,7,93,16,138,350,5,113,50,28,167,2,4,105,2,114,315,13,3,0,0,69,40,41,14,3003,651,3654
Regis University,CO,15,9,43,3,188,0,0,13,2,0,59,48,11,9,51,12,12,19,11,15,4,30,28,26,26,3,17,7,10,35,4,24,20,50,45,6,38,13,22,41,0,4,18,5,16,121,19,1,34,0,49,3,26,33,1023,275,1298
Rhodes State College,OH,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Richland College,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmont Graduate University,TN,1,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,2,23
Rich Mountain Community College,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Rider University,NJ,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,6,27
Alexandria Technical College,MN,0,0,0,0,2,0,1,0,0,0,2,0,0,0,7,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,21,0,0,2,1,0,0,1,6,2,1,0,1,1,0,2,0,11,4,68,4,72
Rivier University,NH,0,0,0,0,2,0,1,5,0,0,3,1,0,1,3,1,0,0,0,0,10,1,268,0,2,0,0,0,0,0,0,3,0,5,3,0,0,0,0,2,0,2,0,0,0,7,1,10,2,0,0,1,0,0,61,273,334
Roane State Community College,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
Roanoke-Chowan Community College,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Morris University,PA,0,0,0,0,5,0,4,1,1,1,11,3,1,0,2,0,2,0,0,0,1,3,0,1,0,0,0,0,1,0,1,5,2,9,3,0,17,0,0,0,0,0,4,0,0,3,0,0,6,0,0,8,0,0,79,16,95
Roberts Wesleyan College,NY,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,13,1,14
Anoka-Ramsey Community College,MN,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,13,2,15
Rochester Institute of Technology,NY,2,1,3,0,0,0,2,3,1,0,7,5,0,0,3,2,1,0,0,0,3,6,11,3,1,0,1,0,0,0,2,11,0,0,2,0,5,0,3,11,0,0,1,0,0,7,0,3,4,0,2,0,2,0,90,25,115
Rockbridge Seminary,MO,0,3,1,0,34,0,2,0,2,0,4,1,0,0,6,2,1,3,0,0,2,3,2,1,0,1,0,1,1,0,1,1,5,3,3,0,6,9,3,2,0,0,2,0,2,20,0,0,1,0,1,1,3,0,93,40,133
Rockford University,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockhurst University,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Mountain College of Art and Design,CO,5,3,10,4,34,0,0,1,1,0,29,15,0,5,18,8,8,10,1,3,0,5,3,13,9,2,10,4,7,4,1,7,7,17,22,2,15,8,6,10,0,0,7,8,15,47,6,1,15,0,16,3,5,3,367,78,445
Rocky Mountain University of Health Professions,UT,5,0,17,0,39,0,13,3,2,0,17,26,1,3,14,3,4,5,2,6,2,10,5,9,7,1,5,1,2,4,2,3,1,34,16,3,5,2,8,10,3,1,13,0,8,39,0,0,10,0,4,0,4,4,312,64,376
Rocky Vista University,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogers State University,OK,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,1,10
Roger Williams University,RI,0,0,1,1,21,0,0,9,0,0,15,3,3,0,1,1,0,1,0,1,1,2,33,4,1,5,0,0,0,0,1,8,0,3,0,0,1,0,0,1,0,0,2,0,3,4,1,1,25,0,4,0,0,0,88,71,159
Roosevelt University,IL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,10
Rosalind Franklin University of Medicine and Science,IL,0,0,2,0,5,0,0,0,0,0,5,1,0,0,0,3,1,2,0,1,0,1,0,1,2,1,2,0,0,0,0,1,0,3,0,0,5,0,0,0,0,0,1,0,2,2,1,0,2,0,0,0,7,0,41,11,52
Rose-Hulman Institute of Technology,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseman University of Health Sciences,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose State College,OK,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,9,5,14
Rowan University,NJ,0,0,1,0,1,0,0,0,8,0,0,3,0,1,1,1,0,0,0,2,0,6,1,1,0,1,0,0,0,1,0,0,0,10,2,0,0,1,0,62,0,0,3,0,2,4,0,0,5,0,2,1,2,0,120,2,122
Rush University,IL,0,1,11,0,17,0,7,3,0,0,10,2,2,0,0,8,6,3,2,0,2,7,2,23,14,0,16,0,1,3,0,12,1,17,0,1,3,0,3,10,0,1,2,4,1,11,2,0,4,0,5,1,21,0,210,30,240
"Rutgers, The State University of New Jersey",NJ,0,3,14,1,47,0,12,27,8,0,37,11,5,3,12,3,5,1,2,7,4,16,11,12,0,3,5,2,2,2,3,0,1,119,17,0,18,4,2,60,31,2,15,1,4,24,4,1,2,0,6,2,7,1,453,127,580
Anoka Technical College,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Sacred Heart University,CT,2,3,7,1,45,0,7,0,0,3,19,3,1,5,8,3,3,0,3,3,5,9,54,3,12,2,2,0,2,2,9,29,3,127,14,1,2,2,8,22,1,25,7,0,9,23,1,6,16,0,12,2,6,0,413,120,533
Bemidji State University,MN,1,0,1,0,2,0,2,0,0,0,3,2,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,2,29,0,0,1,2,0,0,0,1,1,2,1,0,0,0,0,0,29,12,98,8,106
Bethel University,MN,0,2,3,0,5,0,2,2,0,1,5,0,0,0,3,2,5,1,1,1,0,1,2,2,0,3,0,2,2,3,1,0,0,3,3,1,1,0,3,3,0,0,1,2,4,5,0,0,1,0,1,0,24,0,89,12,101
Capella University,MN,602,106,623,408,2431,6,520,376,136,65,2594,2754,133,162,1343,497,337,164,316,544,92,1162,317,895,0,435,515,112,99,383,107,1167,179,1768,2377,78,1308,270,360,1723,34,78,1110,72,831,2673,170,67,1649,0,662,195,731,78,30432,5562,35994
Saint Francis Medical Center College of Nursing,IL,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,17,8,25
Saint Francis University,PA,1,0,0,0,43,0,30,2,0,0,43,6,1,2,3,0,2,1,1,2,1,4,0,2,5,1,2,0,0,0,0,4,0,7,6,0,4,0,0,0,0,0,2,0,0,3,0,0,4,0,0,1,1,0,98,86,184
Central Lakes College,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Century College,MN,0,0,15,0,0,0,4,0,0,1,3,0,0,0,1,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0,0,1,0,0,3,3,1,3,0,0,0,0,0,0,146,0,189,5,194
Saint Joseph's University,PA,2,6,5,3,44,0,11,42,24,6,42,30,4,1,26,5,7,4,7,12,2,46,21,19,8,6,10,1,8,6,6,285,6,101,34,2,22,1,7,0,2,3,18,1,10,37,6,2,48,0,15,7,7,3,922,113,1035
Saint Josephs College,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Louis Community College,MO,1,0,0,0,8,0,3,0,0,0,2,1,1,0,116,0,7,5,2,1,0,0,1,2,1,2,0,0,2,1,0,2,0,1,2,0,2,1,0,3,0,0,2,0,1,5,1,0,1,0,0,0,10,0,176,13,189
