Name,State,AL,AK,AZ,AR,CA,CNMI,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VA,VI,WA,WV,WI,WY,Calculated SARA Total,Calculated non-SARA Total,Grand Total
Bismarck State College,ND,5,4,15,7,38,0,18,4,4,0,28,20,1,8,16,11,5,2,9,12,0,6,8,22,43,4,12,16,16,10,5,3,6,40,13,0,12,24,3,19,0,0,9,16,5,31,19,1,14,0,11,2,16,16,535,74,609
Black Hawk College,IL,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,5,267,0,0,0,0,0,0,2,1,0,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,303,4,307
Blackhawk Technical College,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
Black Hills State University,SD,0,0,0,0,15,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,31,0,0,15,28,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,312,15,327
Black River Technical College,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
Bloomsburg University of Pennsylvania,PA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,6
Bluefield College,VA,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,5,1,0,0,0,0,0,14,0,0,40,6,46
Bluegrass Community and Technical College,KY,0,0,0,1,4,0,0,1,0,0,3,1,0,0,2,3,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,0,1,0,0,3,2,0,37,8,45
Blue Mountain College,MS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,4
Blue Mountain Community College,OR,0,1,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,41,3,44
Blue Ridge Community and Technical College,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,22,0,22
Bluffton University,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Jones University,SC,2,1,5,0,7,0,2,1,2,0,6,4,6,0,3,7,1,1,0,0,1,3,1,6,0,1,2,0,0,0,2,0,1,4,21,0,5,1,0,16,0,1,0,0,6,3,0,0,7,0,2,2,4,1,124,14,138
Boise State University,ID,12,13,22,7,253,0,28,10,1,3,31,15,8,0,31,21,10,3,11,6,6,12,16,25,16,2,7,28,5,10,5,13,10,30,17,3,23,2,59,24,1,1,16,1,9,39,55,1,35,0,140,3,11,20,829,303,1132
Bowling Green State University,OH,1,1,4,2,13,0,5,2,0,1,8,10,1,1,13,7,1,2,2,4,0,4,3,25,4,0,3,1,1,4,0,8,4,6,9,1,0,1,0,11,0,0,6,0,6,17,1,0,8,0,3,4,4,0,188,24,212
Bradley University,IL,1,2,4,4,17,0,6,4,0,1,32,12,0,1,0,14,5,7,3,0,1,15,6,16,16,5,9,0,1,1,0,10,1,2,1,2,11,9,0,12,0,0,6,2,0,27,4,1,8,0,5,3,8,1,241,55,296
Brenau University,GA,9,1,3,0,8,0,3,3,0,3,26,0,1,0,2,2,0,3,3,2,0,2,0,1,0,4,0,0,1,3,0,0,1,5,15,0,2,0,0,1,0,0,29,0,5,5,2,0,9,0,0,0,0,0,120,34,154
Brescia University,KY,12,1,6,7,23,0,8,3,1,0,31,37,3,4,11,9,3,5,0,10,0,9,3,18,14,12,9,6,2,5,3,15,1,15,21,1,31,3,6,9,0,1,4,0,15,39,4,1,21,0,13,5,13,0,416,57,473
Graceland University,IA,2,2,11,23,13,0,4,2,0,1,27,6,2,11,24,4,0,97,1,8,0,2,2,18,24,0,220,5,0,16,0,4,7,1,5,2,11,97,14,10,2,0,3,2,1,14,19,1,7,0,4,1,33,3,722,45,767
BridgeValley Community and Technical College,WV,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27,0,27
Brigham Young University,UT,0,0,1,0,6,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,10,7,17
Brigham Young University - Idaho,ID,121,158,1920,20,3075,0,580,78,22,0,375,304,170,0,182,97,86,72,19,11,3,127,123,185,92,10,262,92,48,524,29,104,118,157,217,16,306,121,476,198,25,35,67,0,150,1416,3975,4,470,0,1262,3,96,36,14439,3601,18040
Broadview University - West Jordan,UT,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,19,1,20
Brookhaven College,TX,1,0,1,2,10,0,0,0,2,0,1,4,0,0,5,1,0,2,0,4,0,1,1,4,0,1,2,2,0,1,1,1,0,8,4,0,1,4,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,59,12,71
Brookline College,AZ,8,1,0,0,17,0,6,3,0,0,28,15,1,1,6,3,0,1,4,4,5,1,2,5,0,5,3,2,0,5,0,6,55,9,20,0,2,5,1,3,0,0,2,0,7,7,0,0,4,0,2,1,0,0,203,114,317
Brunswick Community College,NC,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,6,1,7
Bryan College,TN,8,0,0,1,4,0,2,1,0,0,11,78,0,1,0,0,2,2,0,5,1,4,1,5,0,1,0,1,0,0,1,0,0,2,9,0,2,3,2,1,0,0,3,0,0,18,0,0,7,0,7,0,5,0,172,16,188
Bryan College of Health Sciences,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,6
Bryant & Stratton College,NY,58,2,39,45,92,0,21,20,7,5,111,115,6,8,47,24,10,20,31,47,8,37,39,46,5,32,42,3,8,15,6,36,7,0,150,1,201,30,14,72,1,4,66,3,62,166,3,2,443,0,27,12,195,4,2205,249,2454
Bucks County Community College,PA,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,14,3,17
Hawkeye Community College,IA,1,0,0,0,1,0,1,0,0,0,1,3,1,0,5,0,0,0,0,1,0,0,1,0,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,30,3,33
Burrell College of Osteopathic Medicine,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butler County Community College,KS,7,1,2,4,10,0,6,0,0,0,24,6,1,0,4,4,1,0,0,6,1,1,1,3,9,2,16,0,15,0,0,1,1,1,2,0,1,14,2,2,0,0,2,1,1,36,1,0,0,0,1,0,8,0,163,35,198
Butler County Community College,PA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Butler University,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabarrus College of Health Sciences,NC,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,0,0,1,0,0,17,0,17
Cabrini University,PA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Cairn University,PA,0,0,0,1,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,10,0,5,3,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32,6,38
Caldwell University,NJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
California University of Pennsylvania,PA,6,6,9,1,104,0,17,11,7,4,41,40,5,3,26,14,9,3,10,8,2,50,22,12,7,2,10,4,1,4,2,45,2,45,51,5,56,2,1,0,0,1,18,3,15,46,0,4,46,0,28,25,10,0,676,171,847
Calvary University,MO,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,20,0,20
Indian Hills Community College,IA,0,0,0,6,17,0,1,0,1,0,1,2,0,0,3,0,0,0,1,0,0,2,0,3,3,1,25,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,2,0,0,2,0,0,0,4,0,64,18,82
Iowa Central Community College,IA,0,0,0,0,5,0,1,0,0,0,3,2,0,1,4,0,0,0,0,0,0,2,0,0,12,1,3,0,0,1,0,0,0,3,1,1,5,0,0,1,0,0,0,1,1,5,0,0,2,0,0,0,1,0,48,9,57
Cameron University,OK,4,0,5,0,11,0,4,0,0,2,7,7,1,0,2,0,0,5,1,2,0,3,0,4,2,3,3,0,0,2,0,0,1,5,4,2,4,0,1,3,0,0,4,0,2,51,0,2,10,0,4,0,3,0,146,37,183
Campbellsville University,KY,1,1,2,2,6,0,0,0,0,0,4,17,0,1,11,13,0,1,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0,3,3,0,11,0,1,4,0,0,2,0,9,6,0,1,0,0,2,1,0,1,100,12,112
Campbell University,NC,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,2,0,0,1,0,0,1,0,2,2,0,0,5,0,0,0,0,0,26,5,31
Canisius College,NY,0,2,2,0,5,0,3,4,2,0,9,5,0,0,1,2,0,1,0,0,2,1,10,2,1,1,1,1,0,0,2,7,0,0,6,0,4,1,0,16,0,0,3,0,3,10,0,1,5,0,2,1,3,0,95,24,119
Iowa Lakes Community College,IA,2,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,24,1,2,0,4,6,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,52,3,55
Capital University,OH,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,1,0,0,0,2,0,0,0,0,0,1,0,0,21,3,24
Capitol Technology University,MD,7,0,0,0,7,0,1,1,3,1,9,3,1,0,5,3,2,1,0,0,0,0,1,6,0,0,4,0,0,2,0,10,1,5,9,0,3,0,0,18,1,2,1,1,2,12,1,1,47,0,4,1,0,0,158,18,176
Cardinal Stritch University,WI,0,0,4,1,4,0,6,0,0,0,2,2,0,1,12,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,1,3,0,1,1,0,2,0,0,0,0,0,5,1,0,0,0,1,0,0,0,99,6,105
Career Technical Institute,DC,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,100,0,100
Carl Albert State College,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlow University,PA,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,2,0,6,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,25,3,28
Carl Sandburg College,IL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Carnegie Mellon University,PA,0,0,2,0,34,0,0,4,1,3,16,3,1,0,9,2,4,4,3,2,0,9,8,26,0,0,0,0,1,1,2,19,1,18,8,1,18,2,1,0,0,1,2,0,3,13,5,1,20,0,10,2,4,0,206,58,264
Carolina College of Biblical Studies,NC,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,4,0,1,2,0,0,2,0,0,0,0,0,19,1,20
Carroll University,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Carson-Newman University,TN,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,4,0,0,0,1,0,25,6,31
Carteret Community College,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carthage College,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cascadia College,WA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Case Western Reserve University,OH,0,0,1,2,10,0,5,4,2,27,11,5,0,0,8,2,1,1,1,0,2,11,2,10,1,0,1,2,2,1,1,2,0,4,7,0,0,0,0,9,0,1,3,0,2,55,0,0,11,0,4,0,5,0,193,23,216
Casper College,WY,0,0,3,0,2,0,12,0,0,0,0,1,1,1,2,2,0,0,0,2,0,0,0,2,0,0,1,5,1,0,0,0,0,1,0,3,0,2,2,1,0,0,0,1,1,3,5,0,2,0,3,0,0,0,57,2,59
Castleton University,VT,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,2,0,11,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,4,32
Catawba College,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catholic Distance University,WV,1,1,4,2,16,0,6,0,0,0,8,3,0,0,0,1,1,0,1,1,1,13,1,4,2,1,1,0,0,0,0,9,1,7,3,0,4,1,0,6,0,1,1,1,0,14,2,0,22,0,3,0,0,0,118,25,143
Catholic University of America,DC,0,1,5,0,45,0,3,16,1,0,26,24,2,0,9,8,1,3,0,9,4,112,1,7,1,2,1,0,0,1,1,15,0,25,12,4,15,4,0,26,0,4,6,2,1,26,5,2,76,0,3,1,3,0,441,74,515
Cayuga County Community College,NY,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,12
Cecil College,MD,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15,1,16
Cedar Crest College,PA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,9
Cedarville University,OH,1,4,0,0,2,0,3,0,1,0,4,5,0,0,6,9,8,1,4,2,2,2,1,20,1,0,1,0,0,0,1,2,0,4,3,0,0,0,1,11,0,0,1,1,2,1,1,1,6,0,6,1,3,0,115,7,122
Centenary University,NJ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,21,1,22
Central Arizona College,AZ,2,0,0,1,9,0,1,0,1,0,2,0,3,0,1,2,0,0,0,0,0,2,1,2,3,1,0,2,0,2,0,8,1,11,1,0,2,1,0,1,0,0,1,0,0,2,0,1,0,0,3,0,2,0,57,15,72
Central Baptist College,AR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,4
Central Baptist Theological Seminary,KS,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,24,1,25
Central Community College,NE,1,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,3,3,1,1,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,30,2,32
Central Connecticut State University,CT,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,10,3,13
Central Georgia Technical College,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa Valley Community College - Ellsworth Community College,IA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Iowa Valley Community College - Marshalltown Community College,IA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
Central Methodist University,MO,1,1,0,5,5,0,2,1,0,0,5,2,1,0,71,1,6,4,1,3,0,0,1,2,8,0,0,1,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,129,11,140
Iowa Western Community College,IA,0,0,5,3,0,0,0,1,0,0,10,4,1,2,25,2,0,4,2,1,0,0,0,0,23,1,12,1,159,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0,8,1,0,2,0,4,0,2,0,271,10,281
Central New Mexico Community College,NM,0,1,15,0,8,0,8,0,0,0,1,2,1,0,1,0,0,0,1,2,0,2,1,0,2,0,0,0,1,2,0,5,0,3,0,0,0,0,1,1,0,1,1,0,1,6,0,0,1,0,1,0,0,0,59,10,69
Central Ohio Technical College,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
Central Penn College,PA,1,1,1,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,19,4,23
Central Texas College,TX,46,125,9,6,263,0,60,0,0,18,87,334,260,7,11,9,6,75,67,113,1,45,4,6,5,13,78,2,2,7,1,12,7,45,119,0,10,75,2,10,0,0,44,1,16,0,2,1,169,0,183,0,7,0,2009,355,2364
Central Wyoming College,WY,1,0,1,0,0,0,5,0,0,0,2,0,0,10,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,0,0,0,32,3,35
Kaplan University,IA,707,132,486,405,2137,2,608,262,98,48,3006,2545,264,134,1355,552,0,279,495,679,135,904,214,1078,382,540,692,105,57,415,158,776,183,1596,2147,48,1725,483,236,1519,11,84,1105,64,676,3437,116,34,1358,0,692,185,467,86,30532,5439,35971
Chadron State College,NE,4,0,15,1,29,0,49,1,0,0,17,10,1,4,13,4,9,10,4,4,0,8,2,12,9,3,10,6,0,2,1,6,3,14,14,2,17,10,6,3,0,0,7,52,1,20,3,1,8,0,10,0,7,162,526,49,575
Champlain College,VT,17,6,38,5,182,0,43,40,6,19,63,62,3,5,53,21,3,5,7,11,10,113,74,21,12,10,24,6,2,12,55,60,10,110,63,2,46,11,9,92,2,6,15,3,31,162,13,0,161,0,46,8,14,2,1473,337,1810
Kirkwood Community College,IA,1,0,1,1,5,0,4,0,0,0,3,0,1,0,46,0,0,0,0,1,1,0,0,1,9,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,5,0,0,1,0,1,0,3,0,85,8,93
Charter College,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charter Oak State College,CT,0,0,4,1,25,0,4,0,1,0,25,11,3,0,0,1,1,1,5,2,1,7,27,2,4,0,4,0,0,2,2,6,1,14,15,1,14,2,1,7,1,57,3,0,3,14,2,2,9,0,11,0,2,0,220,89,309
Chatham University,PA,0,0,2,0,3,0,1,3,2,0,19,9,2,0,1,4,1,0,3,3,2,16,4,4,0,2,4,0,0,3,0,11,1,27,4,0,15,1,1,0,0,1,2,0,5,16,2,1,2,0,1,1,1,1,155,27,182
Chattahoochee Technical College,GA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
Chattanooga State Community College,TN,62,2,0,4,7,0,0,1,0,0,16,691,2,0,1,6,1,0,6,4,0,2,3,3,0,3,1,1,0,0,0,0,0,5,6,1,2,0,3,1,0,0,3,0,0,8,0,0,7,0,1,1,1,0,829,29,858
Chemeketa Community College,OR,0,5,0,0,64,0,4,1,0,0,1,1,2,2,2,1,0,1,0,0,1,2,2,0,1,0,1,1,0,1,1,1,1,2,0,0,3,1,0,0,0,0,1,0,2,8,0,0,1,0,34,0,1,1,83,83,166
Chicago Theological Seminary,IL,0,0,0,1,4,0,1,2,1,0,5,1,1,0,0,4,8,2,0,1,0,1,0,7,3,0,3,0,1,1,2,2,0,0,5,0,3,0,0,3,0,0,0,0,2,5,1,0,3,0,0,1,8,0,73,9,82
Chippewa Valley Technical College,WI,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,2,32
Christ College of Nursing and Health Sciences,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Brothers University,TN,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,5
Cincinnati Christian University,OH,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,11,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,43,3,46
Cincinnati State Technical and Community College,OH,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,15,0,0,72,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95,1,96
City Vision College,MO,3,0,1,0,8,0,2,0,0,0,16,3,0,0,7,3,0,2,2,1,0,0,1,1,1,2,0,1,0,1,2,2,0,4,1,0,5,0,0,6,0,0,1,0,3,7,2,0,0,0,2,0,1,0,66,25,91
Claflin University,SC,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,5
Clarendon College,TX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,8,0,8
Clarion University of Pennsylvania,PA,3,1,7,2,12,0,8,15,8,1,10,4,2,0,11,4,0,0,8,1,11,34,8,5,8,0,3,0,2,0,4,30,1,33,8,0,22,1,2,0,0,3,2,0,4,3,3,0,39,0,1,7,0,1,302,32,334
Maharishi University of Management,IA,5,0,9,5,121,0,22,2,7,2,33,34,0,0,36,8,0,6,1,3,0,29,16,20,25,2,6,0,3,1,10,25,1,15,42,1,42,1,7,29,0,1,4,0,10,116,3,0,44,0,52,0,6,0,635,170,805
