UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW
119270,R,528,R,419,R,109,R,7,R,4,R,3,R,21,R,19,R,2,R,27,R,24,R,3,R,69,R,63,R,6,R,2,R,2,R,0,R,141,R,114,R,27,R,27,R,22,R,5,R,27,R,23,R,4,R,207,R,148,R,59
119331,R,694,R,237,R,457,R,3,R,1,R,2,R,126,R,48,R,78,R,35,R,8,R,27,R,272,R,86,R,186,R,1,Z,0,R,1,R,202,R,79,R,123,R,36,R,8,R,28,R,16,R,6,R,10,R,3,R,1,R,2
119553,R,696,R,241,R,455,R,9,R,2,R,7,R,59,R,30,R,29,R,70,R,27,R,43,R,72,R,24,R,48,R,13,R,7,R,6,R,302,R,87,R,215,R,83,R,25,R,58,R,83,R,39,R,44,R,5,R,0,R,5
119605,R,5187,R,2001,R,3186,R,23,R,11,R,12,R,486,R,190,R,296,R,503,R,210,R,293,R,1207,R,428,R,779,R,75,R,32,R,43,R,2259,R,864,R,1395,R,193,R,71,R,122,R,232,R,59,R,173,R,209,R,136,R,73
119678,R,2238,R,1925,R,313,R,11,R,11,Z,0,R,120,R,92,R,28,R,80,R,51,R,29,R,112,R,89,R,23,R,0,Z,0,Z,0,R,1180,R,1014,R,166,R,0,Z,0,Z,0,R,620,R,562,R,58,R,115,R,106,R,9
119775,R,130,R,84,R,46,R,0,R,0,R,0,R,10,R,4,R,6,R,2,R,1,R,1,R,50,R,34,R,16,R,0,R,0,R,0,R,35,R,22,R,13,R,2,R,1,R,1,R,7,R,5,R,2,R,24,R,17,R,7
119845,R,152,R,21,R,131,R,0,Z,0,Z,0,R,6,Z,0,R,6,R,6,Z,0,R,6,R,63,R,14,R,49,R,0,Z,0,Z,0,R,76,R,7,R,69,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0
119951,R,124,R,4,R,120,R,0,Z,0,Z,0,R,8,Z,0,R,8,R,7,Z,0,R,7,R,61,R,3,R,58,R,1,Z,0,R,1,R,30,Z,0,R,30,R,16,R,1,R,15,R,1,Z,0,R,1,R,0,Z,0,Z,0
120069,R,128,R,17,R,111,R,0,Z,0,Z,0,R,6,R,4,R,2,R,7,R,1,R,6,R,103,R,10,R,93,R,0,Z,0,Z,0,R,5,R,1,R,4,R,0,Z,0,Z,0,R,7,R,1,R,6,R,0,Z,0,Z,0
120078,R,339,R,51,R,288,R,0,R,0,R,0,R,34,R,7,R,27,R,6,R,1,R,5,R,263,R,36,R,227,R,0,R,0,R,0,R,12,R,3,R,9,R,0,R,0,R,0,R,24,R,4,R,20,R,0,R,0,R,0
120087,R,115,R,23,R,92,R,0,Z,0,Z,0,R,5,R,1,R,4,R,8,R,3,R,5,R,74,R,10,R,64,R,1,Z,0,R,1,R,10,R,3,R,7,R,0,Z,0,Z,0,R,17,R,6,R,11,R,0,Z,0,Z,0
120184,R,519,R,138,R,381,R,3,R,1,R,2,R,68,R,21,R,47,R,25,R,6,R,19,R,148,R,38,R,110,R,12,R,2,R,10,R,182,R,49,R,133,R,28,R,6,R,22,R,27,R,6,R,21,R,26,R,9,R,17
120254,R,488,R,215,R,273,R,2,R,1,R,1,R,50,R,22,R,28,R,23,R,8,R,15,R,82,R,25,R,57,R,3,R,1,R,2,R,249,R,128,R,121,R,55,R,23,R,32,R,15,R,5,R,10,R,9,R,2,R,7
120272,R,35,R,3,R,32,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,9,R,1,R,8,R,1,Z,0,R,1,R,21,R,2,R,19,R,2,Z,0,R,2,R,0,Z,0,Z,0,R,0,Z,0,Z,0
120290,R,951,R,420,R,531,R,2,Z,0,R,2,R,353,R,167,R,186,R,26,R,14,R,12,R,211,R,76,R,135,R,8,R,5,R,3,R,225,R,96,R,129,R,35,R,10,R,25,R,24,R,18,R,6,R,67,R,34,R,33
120342,R,2269,R,1057,R,1212,R,9,R,3,R,6,R,561,R,292,R,269,R,28,R,15,R,13,R,609,R,261,R,348,R,4,R,2,R,2,R,749,R,362,R,387,R,85,R,33,R,52,R,43,R,19,R,24,R,181,R,70,R,111
120403,R,271,R,85,R,186,R,1,R,0,R,1,R,78,R,27,R,51,R,10,R,2,R,8,R,42,R,15,R,27,R,0,Z,0,Z,0,R,66,R,25,R,41,R,16,R,1,R,15,R,13,R,6,R,7,R,45,R,9,R,36
120421,R,817,R,347,R,470,R,2,Z,0,R,2,R,54,R,26,R,28,R,26,R,12,R,14,R,604,R,245,R,359,R,1,Z,0,R,1,R,102,R,49,R,53,R,21,R,10,R,11,R,7,R,5,R,2,R,0,Z,0,Z,0
120537,R,325,R,128,R,197,R,0,R,0,Z,0,R,15,R,4,R,11,R,19,R,5,R,14,R,86,R,36,R,50,R,3,R,0,R,3,R,150,R,62,R,88,R,15,R,5,R,10,R,37,R,16,R,21,R,0,R,0,R,0
120661,R,462,R,124,R,338,R,1,Z,0,R,1,R,57,R,24,R,33,R,54,R,20,R,34,R,214,R,43,R,171,R,16,R,10,R,6,R,89,R,21,R,68,R,26,R,6,R,20,R,5,Z,0,R,5,R,0,Z,0,Z,0
120698,R,393,R,75,R,318,R,0,R,0,R,0,R,62,R,15,R,47,R,10,R,0,R,10,R,49,R,7,R,42,R,1,R,1,R,0,R,191,R,43,R,148,R,14,R,4,R,10,R,57,R,5,R,52,R,9,R,0,R,9
120768,R,476,R,38,R,438,R,2,R,0,R,2,R,14,R,3,R,11,R,53,R,6,R,47,R,243,R,18,R,225,R,4,R,0,R,4,R,117,R,8,R,109,R,6,R,0,R,6,R,34,R,1,R,33,R,3,R,2,R,1
120795,R,54,R,23,R,31,R,1,Z,0,R,1,R,4,R,3,R,1,R,15,R,6,R,9,R,2,Z,0,R,2,R,1,Z,0,R,1,R,25,R,9,R,16,R,0,Z,0,Z,0,R,2,R,2,Z,0,R,4,R,3,R,1
120838,R,74,R,39,R,35,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,3,R,2,R,1,R,1,R,1,Z,0,R,1,R,1,Z,0,R,0,Z,0,Z,0,R,69,R,35,R,34
120865,R,387,R,157,R,230,R,2,R,0,R,2,R,79,R,40,R,39,R,25,R,16,R,9,R,103,R,31,R,72,R,7,R,1,R,6,R,110,R,45,R,65,R,31,R,13,R,18,R,21,R,5,R,16,R,9,R,6,R,3
120883,R,1606,R,699,R,907,R,11,R,6,R,5,R,491,R,207,R,284,R,38,R,18,R,20,R,246,R,94,R,152,R,5,R,3,R,2,R,593,R,266,R,327,R,59,R,33,R,26,R,60,R,24,R,36,R,103,R,48,R,55
120953,R,289,R,206,R,83,R,3,R,2,R,1,R,11,R,10,R,1,R,53,R,47,R,6,R,135,R,85,R,50,R,0,Z,0,Z,0,R,77,R,55,R,22,R,5,R,2,R,3,R,4,R,4,Z,0,R,1,R,1,Z,0
120971,R,2594,R,1394,R,1200,R,18,R,7,R,11,R,184,R,84,R,100,R,73,R,40,R,33,R,879,R,472,R,407,R,14,R,11,R,3,R,1165,R,642,R,523,R,122,R,64,R,58,R,72,R,44,R,28,R,67,R,30,R,37
121044,R,2379,R,1000,R,1379,R,1,Z,0,R,1,R,687,R,315,R,372,R,73,R,28,R,45,R,942,R,361,R,581,R,2,R,1,R,1,R,396,R,169,R,227,R,84,R,32,R,52,R,26,R,8,R,18,R,168,R,86,R,82
121150,R,2394,R,1005,R,1389,R,12,R,2,R,10,R,211,R,86,R,125,R,160,R,64,R,96,R,279,R,86,R,193,R,4,R,2,R,2,R,1011,R,453,R,558,R,68,R,25,R,43,R,217,R,95,R,122,R,432,R,192,R,240
121257,R,259,R,95,R,164,R,1,Z,0,R,1,R,25,R,9,R,16,R,14,R,3,R,11,R,30,R,8,R,22,R,1,Z,0,R,1,R,126,R,55,R,71,R,17,R,6,R,11,R,29,R,10,R,19,R,16,R,4,R,12
121275,R,128,R,83,R,45,R,1,R,1,R,0,R,12,R,9,R,3,R,12,R,10,R,2,R,37,R,25,R,12,R,0,R,0,R,0,R,48,R,26,R,22,R,5,R,2,R,3,R,12,R,9,R,3,R,1,R,1,R,0
121309,R,886,R,280,R,606,R,7,R,2,R,5,R,45,R,13,R,32,R,29,R,8,R,21,R,189,R,60,R,129,R,7,R,0,R,7,R,535,R,179,R,356,R,58,R,13,R,45,R,16,R,5,R,11,R,0,Z,0,R,0
121345,R,380,R,186,R,194,R,0,R,0,R,0,R,53,R,28,R,25,R,23,R,11,R,12,R,60,R,24,R,36,R,0,R,0,R,0,R,159,R,91,R,68,R,29,R,11,R,18,R,24,R,9,R,15,R,32,R,12,R,20
121363,R,492,R,182,R,310,R,6,R,4,R,2,R,22,R,12,R,10,R,8,R,7,R,1,R,346,R,121,R,225,R,0,Z,0,Z,0,R,89,R,32,R,57,R,20,R,5,R,15,R,0,Z,0,Z,0,R,1,R,1,Z,0
121433,R,61,R,2,R,59,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,60,R,2,R,58,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1,Z,0,R,1
121619,R,2495,R,1085,R,1410,R,7,R,2,R,5,R,381,R,168,R,213,R,25,R,16,R,9,R,1616,R,659,R,957,R,2,R,1,R,1,R,329,R,179,R,150,R,44,R,24,R,20,R,43,R,15,R,28,R,48,R,21,R,27
121628,R,49,R,24,R,25,R,0,Z,0,Z,0,R,3,R,1,R,2,R,2,Z,0,R,2,R,3,R,2,R,1,R,0,Z,0,Z,0,R,22,R,10,R,12,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,19,R,11,R,8
121637,R,54,R,1,R,53,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0,R,8,R,1,R,7,R,0,R,0,R,0,R,40,R,0,R,40,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
121691,R,1758,R,776,R,982,R,15,R,5,R,10,R,117,R,53,R,64,R,113,R,44,R,69,R,503,R,210,R,293,R,7,R,5,R,2,R,734,R,340,R,394,R,36,R,9,R,27,R,205,R,93,R,112,R,28,R,17,R,11
121707,R,834,R,358,R,476,R,58,R,19,R,39,R,25,R,8,R,17,R,6,R,1,R,5,R,96,R,37,R,59,R,5,R,2,R,3,R,559,R,250,R,309,R,42,R,18,R,24,R,43,R,23,R,20,R,0,Z,0,Z,0
121859,R,108,R,4,R,104,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,60,R,4,R,56,R,0,R,0,R,0,R,33,R,0,R,33,R,6,R,0,R,6,R,4,R,0,R,4,R,1,R,0,R,1
121868,R,74,R,0,R,74,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,0,R,5,R,46,R,0,R,46,R,0,R,0,R,0,R,20,R,0,R,20,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1
121886,R,1294,R,650,R,644,R,3,R,1,R,2,R,142,R,78,R,64,R,10,R,4,R,6,R,1014,R,478,R,536,R,1,R,0,R,1,R,105,R,77,R,28,R,6,R,4,R,2,R,6,R,4,R,2,R,7,R,4,R,3
121901,R,1806,R,588,R,1218,R,4,R,2,R,2,R,119,R,47,R,72,R,129,R,47,R,82,R,937,R,307,R,630,R,6,R,4,R,2,R,510,R,143,R,367,R,63,R,20,R,43,R,17,R,9,R,8,R,21,R,9,R,12
121983,R,86,R,26,R,60,R,0,R,0,R,0,R,12,R,6,R,6,R,23,R,7,R,16,R,16,R,6,R,10,R,2,R,0,R,2,R,30,R,7,R,23,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0
121992,R,172,R,41,R,131,R,0,Z,0,Z,0,R,164,R,41,R,123,R,0,Z,0,Z,0,R,8,Z,0,R,8,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
122117,R,73,R,35,R,38,R,0,R,0,R,0,R,31,R,16,R,15,R,1,R,1,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,12,R,4,R,8,R,0,R,0,R,0,R,0,R,0,R,0,R,28,R,14,R,14
122126,R,94,R,11,R,83,R,0,Z,0,Z,0,R,4,Z,0,R,4,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,53,R,5,R,48,R,0,Z,0,Z,0,R,26,R,6,R,20,R,10,Z,0,R,10
122180,R,1485,R,620,R,865,R,12,R,7,R,5,R,275,R,116,R,159,R,137,R,45,R,92,R,378,R,147,R,231,R,17,R,3,R,14,R,532,R,247,R,285,R,87,R,31,R,56,R,38,R,20,R,18,R,9,R,4,R,5
122205,R,2320,R,961,R,1359,R,10,R,4,R,6,R,180,R,68,R,112,R,60,R,26,R,34,R,520,R,195,R,325,R,1,R,1,Z,0,R,1370,R,599,R,771,R,126,R,47,R,79,R,35,R,15,R,20,R,18,R,6,R,12
122296,R,662,R,149,R,513,R,0,R,0,R,0,R,176,R,47,R,129,R,23,R,2,R,21,R,108,R,24,R,84,R,9,R,5,R,4,R,270,R,46,R,224,R,44,R,12,R,32,R,26,R,9,R,17,R,6,R,4,R,2
122339,R,1304,R,585,R,719,R,7,R,4,R,3,R,125,R,58,R,67,R,137,R,56,R,81,R,597,R,242,R,355,R,7,R,5,R,2,R,343,R,179,R,164,R,45,R,17,R,28,R,42,R,24,R,18,R,1,Z,0,R,1
122366,R,74,R,69,R,5,R,2,R,1,R,1,R,4,R,3,R,1,R,0,Z,0,Z,0,R,4,R,4,Z,0,R,1,R,1,Z,0,R,44,R,42,R,2,R,5,R,5,Z,0,R,14,R,13,R,1,R,0,Z,0,Z,0
122375,R,1475,R,633,R,842,R,5,R,3,R,2,R,213,R,85,R,128,R,82,R,35,R,47,R,450,R,193,R,257,R,12,R,5,R,7,R,553,R,247,R,306,R,78,R,32,R,46,R,35,R,14,R,21,R,47,R,19,R,28
122384,R,941,R,495,R,446,R,2,R,1,R,1,R,234,R,105,R,129,R,26,R,13,R,13,R,233,R,122,R,111,R,8,R,3,R,5,R,362,R,211,R,151,R,55,R,32,R,23,R,16,R,7,R,9,R,5,R,1,R,4
122409,R,8771,R,3744,R,5027,R,19,R,8,R,11,R,1063,R,474,R,589,R,305,R,135,R,170,R,2516,R,976,R,1540,R,26,R,13,R,13,R,3190,R,1397,R,1793,R,464,R,177,R,287,R,583,R,277,R,306,R,605,R,287,R,318
122436,R,2412,R,991,R,1421,R,9,R,4,R,5,R,185,R,70,R,115,R,88,R,34,R,54,R,415,R,128,R,287,R,12,R,5,R,7,R,1282,R,533,R,749,R,105,R,43,R,62,R,145,R,71,R,74,R,171,R,103,R,68
122454,R,190,R,75,R,115,R,1,Z,0,R,1,R,8,R,6,R,2,R,4,R,2,R,2,R,23,R,11,R,12,R,1,R,1,Z,0,R,82,R,26,R,56,R,15,R,8,R,7,R,4,R,2,R,2,R,52,R,19,R,33
122506,R,167,R,74,R,93,R,1,R,1,Z,0,R,15,R,7,R,8,R,4,R,2,R,2,R,6,R,3,R,3,R,0,Z,0,Z,0,R,69,R,35,R,34,R,11,R,7,R,4,R,9,R,7,R,2,R,52,R,12,R,40
122597,R,6877,R,2835,R,4042,R,13,R,9,R,4,R,1799,R,769,R,1030,R,246,R,84,R,162,R,1355,R,505,R,850,R,43,R,18,R,25,R,1930,R,824,R,1106,R,318,R,115,R,203,R,655,R,277,R,378,R,518,R,234,R,284
122603,R,19,R,7,R,12,R,0,Z,0,Z,0,R,4,R,2,R,2,R,2,R,1,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,7,R,2,R,5,R,0,Z,0,Z,0,R,4,R,1,R,3,R,2,R,1,R,1
122612,R,3250,R,1252,R,1998,R,5,R,1,R,4,R,544,R,179,R,365,R,134,R,51,R,83,R,560,R,199,R,361,R,20,R,9,R,11,R,1075,R,406,R,669,R,192,R,74,R,118,R,166,R,71,R,95,R,554,R,262,R,292
122649,R,46,R,24,R,22,R,0,Z,0,Z,0,R,5,R,2,R,3,R,1,Z,0,R,1,R,14,R,4,R,10,R,0,Z,0,Z,0,R,26,R,18,R,8,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
122658,R,1861,R,752,R,1109,R,11,R,7,R,4,R,364,R,177,R,187,R,116,R,41,R,75,R,765,R,283,R,482,R,11,R,5,R,6,R,495,R,196,R,299,R,76,R,34,R,42,R,21,R,9,R,12,R,2,Z,0,R,2
122685,R,3232,R,918,R,2314,R,21,R,2,R,19,R,162,R,69,R,93,R,219,R,47,R,172,R,1749,R,493,R,1256,R,29,R,19,R,10,R,794,R,217,R,577,R,185,R,47,R,138,R,73,R,24,R,49,R,0,Z,0,Z,0
122728,R,291,R,119,R,172,R,2,Z,0,R,2,R,11,R,4,R,7,R,18,R,9,R,9,R,39,R,15,R,24,R,1,R,1,Z,0,R,210,R,85,R,125,R,6,R,2,R,4,R,3,R,3,Z,0,R,1,Z,0,R,1
122746,R,842,R,324,R,518,R,6,R,3,R,3,R,188,R,73,R,115,R,54,R,29,R,25,R,361,R,125,R,236,R,8,R,3,R,5,R,148,R,59,R,89,R,33,R,11,R,22,R,42,R,20,R,22,R,2,R,1,R,1
122755,R,8971,R,4207,R,4764,R,20,R,8,R,12,R,2701,R,1267,R,1434,R,231,R,104,R,127,R,1828,R,711,R,1117,R,31,R,18,R,13,R,2121,R,977,R,1144,R,371,R,166,R,205,R,423,R,183,R,240,R,1245,R,773,R,472
122791,R,1261,R,576,R,685,R,2,R,2,Z,0,R,327,R,152,R,175,R,32,R,17,R,15,R,342,R,124,R,218,R,20,R,14,R,6,R,373,R,191,R,182,R,72,R,33,R,39,R,30,R,17,R,13,R,63,R,26,R,37
122834,R,280,R,78,R,202,R,0,R,0,R,0,R,10,R,3,R,7,R,18,R,3,R,15,R,167,R,45,R,122,R,5,R,1,R,4,R,76,R,24,R,52,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0
122852,R,87,R,14,R,73,R,2,R,1,R,1,R,1,R,0,R,1,R,1,R,0,R,1,R,55,R,7,R,48,R,2,R,0,R,2,R,22,R,6,R,16,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0
122889,R,1723,R,642,R,1081,R,3,Z,0,R,3,R,98,R,39,R,59,R,40,R,12,R,28,R,529,R,177,R,352,R,3,Z,0,R,3,R,698,R,260,R,438,R,74,R,29,R,45,R,32,R,12,R,20,R,246,R,113,R,133
122931,R,2802,R,1441,R,1361,R,4,R,1,R,3,R,437,R,234,R,203,R,57,R,26,R,31,R,366,R,168,R,198,R,9,R,9,R,0,R,1041,R,539,R,502,R,134,R,66,R,68,R,229,R,126,R,103,R,525,R,272,R,253
122977,R,4019,R,1668,R,2351,R,4,Z,0,R,4,R,552,R,230,R,322,R,193,R,86,R,107,R,1136,R,422,R,714,R,7,R,3,R,4,R,1087,R,490,R,597,R,114,R,34,R,80,R,83,R,34,R,49,R,843,R,369,R,474
123013,R,4104,R,2191,R,1913,R,24,R,10,R,14,R,155,R,78,R,77,R,100,R,47,R,53,R,1027,R,487,R,540,R,15,R,8,R,7,R,2511,R,1406,R,1105,R,177,R,93,R,84,R,79,R,56,R,23,R,16,R,6,R,10
123095,R,100,R,27,R,73,R,0,R,0,R,0,R,2,R,1,R,1,R,6,R,2,R,4,R,9,R,3,R,6,R,0,R,0,R,0,R,40,R,7,R,33,R,1,R,0,R,1,R,31,R,10,R,21,R,11,R,4,R,7
123165,R,229,R,7,R,222,R,0,R,0,R,0,R,54,R,1,R,53,R,6,R,0,R,6,R,26,R,1,R,25,R,1,R,0,R,1,R,94,R,4,R,90,R,19,R,0,R,19,R,25,R,1,R,24,R,4,R,0,R,4
123217,R,1532,R,680,R,852,R,5,R,2,R,3,R,75,R,36,R,39,R,32,R,22,R,10,R,908,R,392,R,516,R,4,R,2,R,2,R,425,R,187,R,238,R,59,R,25,R,34,R,17,R,9,R,8,R,7,R,5,R,2
123280,R,5,R,4,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,5,R,4,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
123299,R,688,R,251,R,437,R,19,R,7,R,12,R,23,R,10,R,13,R,4,R,3,R,1,R,89,R,34,R,55,R,1,Z,0,R,1,R,495,R,180,R,315,R,31,R,8,R,23,R,26,R,9,R,17,R,0,Z,0,Z,0
123341,R,2172,R,913,R,1259,R,14,R,6,R,8,R,119,R,54,R,65,R,45,R,25,R,20,R,519,R,217,R,302,R,4,R,2,R,2,R,1317,R,539,R,778,R,90,R,34,R,56,R,25,R,13,R,12,R,39,R,23,R,16
123350,R,52,R,2,R,50,R,0,R,0,R,0,R,2,R,0,R,2,R,5,R,0,R,5,R,25,R,1,R,24,R,0,R,0,R,0,R,12,R,0,R,12,R,2,R,1,R,1,R,4,R,0,R,4,R,2,R,0,R,2
123396,R,5,R,1,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
123448,R,46,R,20,R,26,R,0,R,0,R,0,R,10,R,4,R,6,R,6,R,0,R,6,R,8,R,5,R,3,R,1,R,0,R,1,R,15,R,8,R,7,R,2,R,2,R,0,R,4,R,1,R,3,R,0,R,0,R,0
123457,R,442,R,139,R,303,R,8,R,4,R,4,R,19,R,8,R,11,R,11,R,6,R,5,R,40,R,13,R,27,R,0,Z,0,Z,0,R,287,R,81,R,206,R,10,R,2,R,8,R,67,R,25,R,42,R,0,Z,0,Z,0
123484,R,214,R,104,R,110,R,5,R,2,R,3,R,8,R,2,R,6,R,9,R,8,R,1,R,31,R,12,R,19,R,2,R,1,R,1,R,134,R,69,R,65,R,7,R,2,R,5,R,18,R,8,R,10,R,0,Z,0,Z,0
123493,R,377,R,147,R,230,R,5,R,2,R,3,R,103,R,39,R,64,R,63,R,19,R,44,R,90,R,37,R,53,R,13,R,5,R,8,R,103,R,45,R,58,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
123509,R,882,R,433,R,449,R,2,Z,0,R,2,R,345,R,174,R,171,R,22,R,13,R,9,R,254,R,120,R,134,R,7,R,1,R,6,R,176,R,91,R,85,R,50,R,26,R,24,R,14,R,7,R,7,R,12,R,1,R,11
123527,R,1054,R,410,R,644,R,1,Z,0,R,1,R,62,R,28,R,34,R,121,R,49,R,72,R,655,R,244,R,411,R,3,R,3,Z,0,R,174,R,69,R,105,R,31,R,13,R,18,R,4,R,1,R,3,R,3,R,3,Z,0
123554,R,1203,R,466,R,737,R,3,R,1,R,2,R,121,R,47,R,74,R,62,R,29,R,33,R,272,R,93,R,179,R,7,R,3,R,4,R,547,R,207,R,340,R,54,R,24,R,30,R,114,R,48,R,66,R,23,R,14,R,9
123563,R,851,R,312,R,539,R,2,Z,0,R,2,R,152,R,55,R,97,R,97,R,31,R,66,R,210,R,75,R,135,R,7,R,4,R,3,R,288,R,107,R,181,R,54,R,22,R,32,R,35,R,15,R,20,R,6,R,3,R,3
123572,R,2140,R,775,R,1365,R,11,R,3,R,8,R,79,R,30,R,49,R,46,R,14,R,32,R,458,R,164,R,294,R,6,R,3,R,3,R,1194,R,424,R,770,R,116,R,48,R,68,R,195,R,75,R,120,R,35,R,14,R,21
123633,R,170,R,69,R,101,R,0,R,0,R,0,R,95,R,42,R,53,R,2,R,1,R,1,R,3,R,1,R,2,R,0,R,0,R,0,R,25,R,9,R,16,R,3,R,0,R,3,R,2,R,0,R,2,R,40,R,16,R,24
123642,R,72,R,9,R,63,R,0,R,0,R,0,R,7,R,2,R,5,R,1,R,0,R,1,R,36,R,5,R,31,R,0,R,0,R,0,R,18,R,1,R,17,R,3,R,1,R,2,R,7,R,0,R,7,R,0,R,0,R,0
123651,R,631,R,210,R,421,R,0,Z,0,Z,0,R,29,R,9,R,20,R,22,R,9,R,13,R,205,R,60,R,145,R,9,R,4,R,5,R,302,R,99,R,203,R,33,R,13,R,20,R,26,R,12,R,14,R,5,R,4,R,1
123679,R,459,R,130,R,329,R,4,R,3,R,1,R,70,R,21,R,49,R,11,R,4,R,7,R,225,R,57,R,168,R,6,R,3,R,3,R,52,R,11,R,41,R,17,R,8,R,9,R,74,R,23,R,51,R,0,R,0,R,0
123800,R,1743,R,737,R,1006,R,5,R,4,R,1,R,303,R,130,R,173,R,52,R,23,R,29,R,1111,R,451,R,660,R,10,R,5,R,5,R,225,R,109,R,116,R,3,Z,0,R,3,R,28,R,13,R,15,R,6,R,2,R,4
123855,R,24,R,22,R,2,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,10,R,8,R,2,R,1,R,1,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,4,R,4,R,0
123916,R,16,R,4,R,12,R,0,Z,0,Z,0,R,2,R,2,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,11,R,1,R,10,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,0,Z,0,Z,0
123943,R,97,R,22,R,75,R,0,R,0,R,0,R,45,R,8,R,37,R,0,R,0,R,0,R,6,R,0,R,6,R,1,R,0,R,1,R,34,R,12,R,22,R,10,R,1,R,9,R,0,R,0,R,0,R,1,R,1,R,0
123952,R,167,R,103,R,64,R,0,R,0,R,0,R,24,R,12,R,12,R,0,R,0,R,0,R,22,R,12,R,10,R,0,R,0,R,0,R,34,R,24,R,10,R,3,R,2,R,1,R,4,R,2,R,2,R,80,R,51,R,29
123961,R,14531,R,6836,R,7695,R,31,R,12,R,19,R,2531,R,1169,R,1362,R,741,R,233,R,508,R,1798,R,691,R,1107,R,29,R,12,R,17,R,4969,R,2299,R,2670,R,390,R,164,R,226,R,409,R,221,R,188,R,3633,R,2035,R,1598
123970,R,357,R,144,R,213,R,1,R,1,R,0,R,27,R,11,R,16,R,14,R,4,R,10,R,75,R,24,R,51,R,3,R,1,R,2,R,175,R,73,R,102,R,18,R,6,R,12,R,28,R,16,R,12,R,16,R,8,R,8
124113,R,335,R,116,R,219,R,1,Z,0,R,1,R,12,R,2,R,10,R,9,R,4,R,5,R,160,R,56,R,104,R,0,Z,0,Z,0,R,125,R,44,R,81,R,17,R,4,R,13,R,10,R,5,R,5,R,1,R,1,Z,0
124283,R,52,R,27,R,25,R,0,Z,0,Z,0,R,3,Z,0,R,3,R,5,R,3,R,2,R,4,R,2,R,2,R,1,R,1,Z,0,R,19,R,11,R,8,R,1,Z,0,R,1,R,3,R,3,Z,0,R,16,R,7,R,9
