UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN
451857,3,R,28,R,21,R,7,Z,0,Z,0,R,17,R,5,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,R,8,R,17,R,3,Z,0
451866,1,R,15,R,1,R,14,Z,0,Z,0,R,12,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,2,R,11,R,2,Z,0
451866,2,R,85,R,12,R,73,Z,0,Z,0,R,56,R,5,Z,0,R,23,R,1,Z,0,Z,0,Z,0,R,34,R,41,R,10,Z,0
451866,3,R,32,R,10,R,22,Z,0,Z,0,R,19,R,2,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,R,9,R,16,R,7,Z,0
451866,5,R,14,R,5,R,9,Z,0,Z,0,R,11,R,1,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,R,2,R,10,R,2,Z,0
451875,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
451875,3,R,16,R,2,R,14,Z,0,Z,0,R,5,R,3,Z,0,R,7,Z,0,R,1,Z,0,Z,0,Z,0,R,11,R,5,Z,0
451875,5,R,8,R,3,R,5,Z,0,Z,0,R,2,R,1,Z,0,R,4,Z,0,R,1,Z,0,Z,0,Z,0,R,4,R,4,Z,0
451884,2,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
451884,3,R,12,R,2,R,10,R,1,R,1,R,4,Z,0,Z,0,R,5,Z,0,R,1,Z,0,Z,0,R,1,R,5,R,6,Z,0
451884,5,R,7,R,3,R,4,Z,0,Z,0,R,2,Z,0,Z,0,R,3,R,1,R,1,Z,0,Z,0,Z,0,R,6,R,1,Z,0
451909,2,R,313,R,20,R,293,R,2,R,4,R,239,R,58,Z,0,R,7,R,2,R,1,Z,0,Z,0,R,213,R,85,R,15,Z,0
451909,3,R,23,R,1,R,22,Z,0,R,2,R,7,Z,0,Z,0,R,13,Z,0,R,1,Z,0,Z,0,R,2,R,19,R,2,Z,0
451918,1,R,22,R,0,R,22,R,0,R,0,R,0,R,0,R,0,R,21,R,1,R,0,R,0,R,0,R,12,R,8,R,2,R,0
451918,2,R,39,R,1,R,38,R,0,R,0,R,2,R,1,R,0,R,36,R,0,R,0,R,0,R,0,R,17,R,15,R,7,R,0
452009,2,R,35,R,1,R,34,R,1,R,0,R,0,R,2,R,0,R,31,R,1,R,0,R,0,R,0,R,32,R,3,R,0,R,0
452018,2,R,7,R,0,R,7,R,0,R,0,R,1,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,2,R,1,R,4,R,0
452018,3,R,20,R,7,R,13,R,0,R,0,R,3,R,2,R,0,R,15,R,0,R,0,R,0,R,0,R,16,R,4,R,0,R,0
452018,5,R,39,R,22,R,17,R,0,R,0,R,6,R,6,R,0,R,24,R,0,R,3,R,0,R,0,R,14,R,25,R,0,R,0
452027,2,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
452027,3,R,36,R,13,R,23,R,0,R,0,R,23,R,1,R,0,R,11,R,0,R,0,R,1,R,0,R,23,R,9,R,3,R,1
452027,5,R,55,R,24,R,31,R,1,R,0,R,23,R,2,R,1,R,27,R,0,R,1,R,0,R,0,R,32,R,19,R,4,R,0
452036,2,R,86,R,31,R,55,R,0,R,8,R,2,R,5,R,4,R,36,R,2,R,29,R,0,R,0,R,33,R,37,R,16,R,0
452036,3,R,87,R,49,R,38,R,2,R,8,R,10,R,4,R,3,R,38,R,0,R,22,R,0,R,0,R,35,R,37,R,15,R,0
452045,2,R,77,R,34,R,43,R,0,R,5,R,8,R,1,R,2,R,43,R,0,R,18,R,0,R,0,R,21,R,35,R,21,R,0
452045,3,R,77,R,37,R,40,R,0,R,6,R,10,R,1,R,2,R,43,R,0,R,15,R,0,R,0,R,23,R,39,R,15,R,0
452054,1,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,1,R,0,R,0,R,1,R,1,R,1,R,0
452054,2,R,41,R,12,R,29,R,0,R,5,R,9,R,5,R,1,R,16,R,0,R,5,R,0,R,0,R,9,R,21,R,11,R,0
452054,3,R,111,R,65,R,46,R,0,R,9,R,22,R,7,R,3,R,47,R,0,R,23,R,0,R,0,R,42,R,58,R,11,R,0
452063,2,R,111,R,62,R,49,R,0,R,4,R,16,R,5,R,0,R,15,R,2,R,69,R,0,R,0,R,35,R,44,R,32,R,0
452063,3,R,244,R,105,R,139,R,3,R,6,R,41,R,18,R,1,R,44,R,3,R,128,R,0,R,0,R,97,R,109,R,38,R,0
452072,2,R,135,R,5,R,130,R,1,Z,0,R,18,R,1,Z,0,R,112,R,2,R,1,Z,0,Z,0,R,69,R,52,R,14,Z,0
452081,2,R,236,R,11,R,225,R,1,R,1,R,48,R,20,R,0,R,149,R,14,R,2,R,1,Z,0,R,115,R,93,R,28,Z,0
452081,3,R,118,R,3,R,115,Z,0,Z,0,R,19,R,1,R,1,R,87,R,6,R,4,Z,0,Z,0,R,23,R,60,R,35,Z,0
452090,3,R,3,R,1,R,2,R,0,R,0,R,0,R,1,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,2,R,0
452090,5,R,13,R,5,R,8,R,0,R,0,R,1,R,1,R,0,R,10,R,0,R,1,R,0,R,0,R,1,R,9,R,3,R,0
452090,7,R,50,R,25,R,25,R,0,R,1,R,1,R,3,R,1,R,42,R,0,R,2,R,0,R,0,R,0,R,29,R,21,R,0
452090,9,R,12,R,8,R,4,R,0,R,0,R,0,R,0,R,0,R,12,R,0,R,0,R,0,R,0,R,0,R,1,R,10,R,1
452106,2,R,17,R,17,R,0,R,0,R,0,R,0,R,17,R,0,R,0,R,0,R,0,R,0,Z,0,R,17,Z,0,Z,0,Z,0
452115,1,R,36,R,24,R,12,R,0,R,0,R,29,R,2,R,0,R,3,R,0,R,2,R,0,R,0,R,12,R,14,R,10,R,0
452115,2,R,145,R,7,R,138,R,0,R,0,R,100,R,3,R,0,R,25,R,2,R,15,R,0,R,0,R,48,R,81,R,16,R,0
452115,3,R,82,R,14,R,68,R,1,R,0,R,49,R,2,R,0,R,23,R,1,R,6,R,0,R,0,R,18,R,44,R,20,R,0
452124,2,R,99,R,40,R,59,Z,0,Z,0,R,39,R,11,Z,0,R,43,R,2,R,4,Z,0,R,1,R,46,R,40,R,12,Z,0
452124,3,R,40,R,11,R,29,Z,0,R,1,R,10,Z,0,Z,0,R,28,Z,0,R,1,Z,0,Z,0,R,8,R,24,R,8,Z,0
452373,1,R,29,R,6,R,23,R,0,R,1,R,12,R,0,R,0,R,16,R,0,R,0,R,0,R,0,R,10,R,18,R,1,R,0
452373,2,R,62,R,2,R,60,R,1,R,0,R,32,R,0,R,0,R,27,R,2,R,0,R,0,R,0,R,18,R,35,R,9,R,0
452373,3,R,75,R,9,R,66,R,0,R,2,R,31,R,1,R,0,R,41,R,0,R,0,R,0,R,0,R,9,R,43,R,23,R,0
452771,1,R,25,R,1,R,24,Z,0,R,2,R,1,Z,0,Z,0,R,22,Z,0,Z,0,Z,0,R,1,R,16,R,8,Z,0,Z,0
452780,1,R,28,Z,0,R,28,R,1,R,1,R,2,Z,0,Z,0,R,24,Z,0,Z,0,Z,0,R,1,R,16,R,9,R,2,Z,0
452887,2,R,53,R,49,R,4,R,0,R,0,R,4,R,0,R,0,R,47,R,1,R,1,R,0,R,0,R,32,R,19,R,2,R,0
452948,3,R,125,R,16,R,109,R,0,R,0,R,7,R,1,R,0,R,48,R,2,R,67,R,0,R,0,R,15,R,86,R,24,R,0
453109,2,R,64,R,26,R,38,R,1,Z,0,R,8,R,3,Z,0,R,51,R,1,Z,0,Z,0,Z,0,R,22,R,31,R,11,Z,0
453109,3,R,9,Z,0,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,4,Z,0
453163,3,R,72,R,25,R,47,Z,0,R,3,R,42,R,7,R,0,R,17,R,2,R,1,Z,0,Z,0,R,2,R,40,R,30,Z,0
453163,5,R,186,R,73,R,113,R,1,R,3,R,110,R,5,Z,0,R,51,R,6,R,10,Z,0,Z,0,R,4,R,84,R,98,Z,0
453163,7,R,300,R,74,R,226,R,2,R,4,R,242,R,6,R,0,R,26,R,12,R,8,Z,0,Z,0,R,3,R,147,R,150,Z,0
453163,10,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
453215,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
453215,5,R,66,R,20,R,46,Z,0,R,6,R,25,R,11,Z,0,R,17,R,1,R,6,Z,0,Z,0,R,1,R,30,R,35,Z,0
453215,7,R,46,R,19,R,27,Z,0,R,8,R,23,R,4,Z,0,R,7,Z,0,R,4,Z,0,Z,0,Z,0,R,28,R,18,Z,0
453297,1,R,10,R,2,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,R,4,R,3,R,3,Z,0
453297,2,R,13,R,5,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,Z,0,Z,0,Z,0,Z,0,R,4,R,7,R,2,Z,0
453455,3,R,39,R,10,R,29,R,0,R,0,R,5,R,0,R,0,R,19,R,1,R,14,R,0,R,0,R,3,R,17,R,19,R,0
453464,1,R,5,R,0,R,5,R,0,R,0,R,3,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,1,R,3,R,1,R,0
453464,3,R,47,R,5,R,42,R,0,R,0,R,8,R,2,R,0,R,34,R,2,R,1,R,0,R,0,R,7,R,22,R,18,R,0
453473,2,R,5,R,2,R,3,R,0,R,0,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,1,R,0
453473,3,R,22,R,3,R,19,R,0,R,0,R,19,R,0,R,0,R,1,R,1,R,1,R,0,R,0,R,0,R,16,R,6,R,0
453552,1,R,24,R,9,R,15,Z,0,Z,0,R,16,R,3,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,R,8,R,13,R,3,Z,0
453552,2,R,86,R,9,R,77,R,1,Z,0,R,28,R,21,Z,0,R,32,R,4,Z,0,Z,0,Z,0,R,37,R,28,R,21,Z,0
453747,1,R,45,R,3,R,42,Z,0,R,1,R,7,R,2,Z,0,R,33,Z,0,R,2,Z,0,R,0,R,26,R,14,R,5,R,0
453747,2,R,35,R,0,R,35,Z,0,Z,0,R,3,R,2,Z,0,R,28,Z,0,R,2,Z,0,R,0,R,16,R,16,R,3,R,0
453747,3,R,23,R,3,R,20,Z,0,Z,0,R,14,Z,0,Z,0,R,9,Z,0,Z,0,Z,0,R,0,R,5,R,13,R,5,R,0
453756,2,R,89,R,62,R,27,R,0,R,0,R,49,R,1,R,0,R,33,R,6,R,0,R,0,R,0,R,34,R,45,R,10,R,0
453792,1,R,86,R,8,R,78,Z,0,R,1,R,29,R,3,Z,0,R,53,Z,0,Z,0,Z,0,Z,0,R,6,R,36,R,44,Z,0
453792,2,R,65,R,7,R,58,Z,0,R,4,R,36,Z,0,Z,0,R,25,Z,0,Z,0,Z,0,Z,0,R,6,R,35,R,24,Z,0
453817,1,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0
453817,2,R,59,R,58,R,1,Z,0,Z,0,R,0,R,1,Z,0,R,56,R,2,Z,0,Z,0,R,12,R,30,R,11,R,6,Z,0
453817,3,R,39,R,36,R,3,Z,0,Z,0,R,1,R,2,Z,0,R,34,R,2,Z,0,Z,0,R,13,R,12,R,13,R,1,Z,0
454184,5,R,112,R,43,R,69,R,1,R,5,R,4,R,8,R,0,R,81,R,9,R,0,R,4,R,0,R,106,R,6,R,0,R,0
454227,5,R,6236,R,597,R,5639,R,14,R,347,R,759,R,543,R,35,R,3093,R,52,R,1352,R,41,R,0,R,429,R,3214,R,2593,R,0
454227,7,R,1427,R,129,R,1298,R,4,R,87,R,202,R,70,R,3,R,697,R,10,R,349,R,5,R,0,R,6,R,656,R,765,R,0
454227,9,R,160,R,13,R,147,R,0,R,6,R,20,R,5,R,0,R,58,R,0,R,71,R,0,R,0,R,0,R,29,R,131,R,0
454227,10,R,18,R,1,R,17,R,0,R,1,R,6,R,0,R,0,R,9,R,0,R,2,R,0,R,0,R,0,R,4,R,14,R,0
454236,3,R,66,R,10,R,56,R,0,R,0,R,5,R,3,R,0,R,52,R,5,R,0,R,1,R,0,R,13,R,45,R,8,R,0
454236,5,R,126,R,13,R,113,R,0,R,3,R,22,R,9,R,0,R,88,R,2,R,0,R,2,R,0,R,44,R,74,R,8,R,0
454245,5,R,158,R,24,R,134,R,6,R,10,R,1,R,24,R,0,R,99,R,6,R,10,R,2,R,0,R,24,R,115,R,19,R,0
454306,1,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,Z,0,Z,0
454306,2,R,97,R,18,R,79,R,2,Z,0,R,10,R,4,Z,0,R,75,R,6,Z,0,Z,0,R,0,R,27,R,45,R,25,R,0
454306,3,R,7,R,1,R,6,Z,0,Z,0,Z,0,R,1,Z,0,R,6,Z,0,Z,0,Z,0,R,0,R,2,R,1,R,4,R,0
454458,2,R,7,R,3,R,4,R,0,R,1,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,5,R,2,R,0,R,0
454458,3,R,70,R,28,R,42,R,1,R,1,R,7,R,21,R,2,R,38,R,0,R,0,R,0,R,0,R,27,R,26,R,17,R,0
454537,1,R,7,R,0,R,7,Z,0,Z,0,R,1,Z,0,Z,0,R,4,Z,0,R,2,Z,0,Z,0,R,4,R,3,Z,0,Z,0
454537,2,R,38,R,2,R,36,Z,0,Z,0,R,1,Z,0,Z,0,R,31,Z,0,R,6,Z,0,Z,0,R,30,R,8,Z,0,Z,0
454546,2,R,27,R,2,R,25,R,1,Z,0,R,9,R,8,R,2,R,7,Z,0,Z,0,Z,0,R,0,R,14,R,9,R,4,R,0
454555,1,R,33,R,1,R,32,R,1,Z,0,R,3,R,7,Z,0,R,22,Z,0,Z,0,Z,0,Z,0,R,22,R,10,R,1,R,0
454555,2,R,50,R,5,R,45,Z,0,R,1,Z,0,R,14,R,1,R,33,Z,0,R,1,Z,0,Z,0,R,29,R,17,R,4,R,0
454573,2,R,53,R,2,R,51,R,2,R,1,R,1,R,39,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,R,24,R,28,R,1,Z,0
454582,5,R,130,R,47,R,83,R,3,R,2,R,12,R,16,R,0,R,84,R,5,R,8,R,0,R,0,R,6,R,57,R,67,Z,0
454582,7,R,27,R,9,R,18,R,1,R,3,R,3,R,2,R,0,R,16,R,0,R,2,R,0,R,0,R,0,R,13,R,14,R,0
454591,1,R,1,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0
454591,3,R,20,R,3,R,17,R,0,R,0,R,0,R,1,R,0,R,19,R,0,R,0,R,0,R,0,R,10,R,10,R,0,R,0
454591,5,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
454607,1,R,21,R,1,R,20,R,0,R,2,R,10,R,1,R,0,R,8,R,0,R,0,R,0,R,0,R,6,R,9,R,6,Z,0
454607,2,R,111,R,3,R,108,R,0,R,5,R,32,R,16,R,0,R,52,R,5,R,0,R,1,R,0,R,62,R,42,R,7,R,0
454616,3,R,72,R,61,R,11,R,0,R,0,R,4,R,5,R,0,R,56,R,2,R,5,R,0,R,0,R,48,R,23,R,1,R,0
454625,1,R,4,R,3,R,1,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,3,R,1,R,0
454625,2,R,125,R,15,R,110,R,0,R,2,R,64,R,10,R,0,R,36,R,1,R,12,R,0,R,0,R,37,R,64,R,24,R,0
454625,3,R,48,R,8,R,40,R,0,R,0,R,25,R,5,R,0,R,15,R,1,R,2,R,0,R,0,R,8,R,27,R,13,R,0
454652,1,R,1,R,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
454652,2,R,79,R,2,R,77,R,0,R,0,R,16,R,0,R,0,R,61,R,1,R,0,R,1,R,0,R,51,R,28,R,0,R,0
454689,5,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1
454689,7,R,52,R,25,R,27,Z,0,R,8,R,6,R,1,Z,0,R,30,Z,0,R,7,Z,0,R,0,R,0,R,17,R,34,R,1
454689,9,R,55,R,36,R,19,R,2,R,4,R,14,R,2,R,1,R,27,R,0,R,5,R,0,R,0,R,0,R,17,R,38,Z,0
454698,1,R,347,R,147,R,200,R,2,R,3,R,31,R,249,Z,0,R,62,Z,0,Z,0,Z,0,R,0,R,129,R,178,R,40,R,0
454698,3,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0
454722,1,R,6,R,0,R,6,Z,0,Z,0,Z,0,R,5,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0,Z,0
454722,2,R,32,R,12,R,20,Z,0,Z,0,Z,0,R,32,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,17,R,11,R,4,Z,0
454740,2,R,30,R,6,R,24,R,1,R,1,R,0,R,5,R,0,R,20,R,3,R,0,R,0,R,0,R,3,R,22,R,5,R,0
454740,3,R,3,R,0,R,3,R,0,R,0,R,1,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,0
454759,2,R,15,R,12,R,3,Z,0,R,1,R,9,R,4,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,3,R,11,R,1,Z,0
454768,1,R,20,R,1,R,19,Z,0,R,3,R,3,R,8,R,1,R,4,Z,0,R,1,Z,0,Z,0,R,11,R,8,R,1,Z,0
454768,2,R,65,R,4,R,61,R,1,R,6,R,4,R,38,Z,0,R,9,R,7,Z,0,Z,0,Z,0,R,45,R,17,R,3,Z,0
454777,1,R,56,R,1,R,55,R,0,R,11,R,8,R,10,R,1,R,19,R,1,R,4,R,2,R,0,R,26,R,23,R,7,R,0
454777,2,R,69,R,7,R,62,R,0,R,13,R,9,R,18,R,3,R,21,R,2,R,1,R,2,R,0,R,41,R,27,R,1,R,0
454786,1,R,35,R,9,R,26,R,0,R,1,R,5,R,9,R,1,R,14,R,0,R,5,R,0,R,0,R,4,R,16,R,15,R,0
454786,2,R,9,R,6,R,3,R,0,R,2,R,3,R,3,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,4,R,4,R,0
454786,3,R,130,R,63,R,67,R,4,R,7,R,11,R,41,R,6,R,54,R,1,R,5,R,1,R,0,R,14,R,61,R,55,R,0
454795,1,R,45,R,9,R,36,R,1,R,6,R,1,R,7,R,2,R,23,R,0,R,5,R,0,R,0,R,7,R,22,R,16,R,0
454795,2,R,96,R,17,R,79,R,4,R,0,R,4,R,16,R,1,R,64,R,2,R,5,R,0,R,1,R,28,R,48,R,19,R,0
454801,2,R,56,R,5,R,51,R,0,R,9,R,13,R,24,R,1,R,9,R,0,R,0,R,0,R,0,R,15,R,32,R,9,R,0
454810,2,R,243,R,119,R,124,R,5,R,3,R,6,R,25,R,0,R,108,R,5,R,91,R,0,R,0,R,114,R,101,R,28,R,0
454829,1,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,2,R,0
454829,3,R,2,R,0,R,2,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,1,R,1,R,0
454829,5,R,50,R,19,R,31,R,0,R,1,R,6,R,1,R,0,R,20,R,1,R,21,R,0,R,0,R,1,R,18,R,29,R,2
454829,7,R,261,R,125,R,136,R,2,R,46,R,26,R,4,R,1,R,74,R,5,R,103,R,0,R,0,R,2,R,102,R,153,R,4
454829,9,R,9,R,6,R,3,R,0,R,1,R,1,R,1,R,0,R,2,R,0,R,4,R,0,R,0,R,0,R,1,R,8,R,0
454838,7,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0
454847,1,R,40,R,7,R,33,R,0,R,34,R,0,R,2,R,0,R,4,R,0,R,0,R,0,R,1,R,19,R,13,R,7,R,0
454847,2,R,16,R,0,R,16,R,0,R,1,R,0,R,13,R,0,R,2,R,0,R,0,R,0,R,0,R,4,R,9,R,3,R,0
454856,3,R,64,R,7,R,57,R,0,R,6,R,5,R,8,R,0,R,39,R,4,R,2,R,0,R,0,R,10,R,44,R,10,R,0
454856,5,R,314,R,50,R,264,R,3,R,9,R,12,R,20,R,0,R,246,R,7,R,17,R,0,R,0,R,68,R,232,R,14,R,0
454865,2,R,10,R,1,R,9,R,1,R,0,R,3,R,5,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,5,R,4,R,0
454865,3,R,66,R,12,R,54,R,1,R,2,R,21,R,13,R,1,R,25,R,3,R,0,R,0,R,0,R,11,R,43,R,12,R,0
454874,2,R,37,R,0,R,37,R,0,R,3,R,0,R,14,R,0,R,19,R,0,R,1,R,0,R,0,R,15,R,19,R,3,R,0
454883,1,R,21,R,1,R,20,R,0,R,0,R,11,R,3,R,0,R,7,R,0,R,0,R,0,R,0,R,3,R,13,R,5,R,0
454883,2,R,91,R,2,R,89,R,0,R,1,R,34,R,8,R,0,R,46,R,1,R,1,R,0,R,0,R,25,R,65,R,1,R,0
454883,3,R,64,R,1,R,63,R,0,R,1,R,36,R,4,R,0,R,19,R,0,R,4,R,0,R,0,R,9,R,37,R,18,R,0
454892,1,R,7,R,0,R,7,R,0,R,0,R,2,R,0,R,0,R,5,R,0,R,0,R,0,R,0,R,1,R,1,R,5,R,0
454892,2,R,19,R,1,R,18,R,0,R,0,R,0,R,1,R,0,R,18,R,0,R,0,R,0,R,0,R,10,R,7,R,2,R,0
454908,1,R,10,R,2,R,8,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,4,Z,0
454908,3,R,86,R,46,R,40,Z,0,Z,0,R,1,R,85,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,30,R,52,Z,0
454917,1,R,65,R,1,R,64,R,0,R,0,R,0,R,56,R,0,R,1,R,0,R,0,R,8,R,2,R,10,R,23,R,30,R,0
454917,2,R,72,R,7,R,65,R,0,R,0,R,0,R,71,R,0,R,0,R,0,R,0,R,1,R,2,R,11,R,27,R,32,R,0
454926,2,R,170,R,11,R,159,R,0,R,3,R,97,R,7,R,0,R,59,R,0,R,3,R,1,R,0,R,95,R,71,R,4,R,0
454935,2,R,47,Z,0,R,47,Z,0,Z,0,R,1,Z,0,Z,0,R,46,Z,0,Z,0,Z,0,Z,0,R,35,R,11,R,1,Z,0
454944,2,R,51,R,4,R,47,R,1,R,1,R,2,R,3,R,0,R,44,R,0,R,0,R,0,R,0,R,38,R,13,R,0,Z,0
454953,1,R,27,R,0,R,27,R,0,R,1,R,8,R,5,R,0,R,13,R,0,R,0,R,0,R,0,R,4,R,20,R,3,R,0
454962,1,R,21,R,1,R,20,R,0,R,0,R,1,R,3,R,0,R,16,R,1,R,0,R,0,R,0,R,2,R,10,R,9,R,0
454962,2,R,7,R,1,R,6,R,0,R,0,R,1,R,2,R,0,R,4,R,0,R,0,R,0,R,0,R,4,R,3,R,0,R,0
454971,1,R,35,R,3,R,32,R,0,R,1,R,10,R,10,R,0,R,14,R,0,R,0,R,0,R,0,R,16,R,16,R,3,R,0
454971,2,R,61,R,1,R,60,R,0,R,5,R,12,R,23,R,0,R,20,R,1,R,0,R,0,R,0,R,40,R,18,R,3,R,0
454980,1,R,13,R,0,R,13,R,0,R,1,R,1,R,1,R,0,R,10,R,0,R,0,R,0,R,0,R,10,R,3,R,0,R,0
454980,2,R,49,R,4,R,45,R,0,R,4,R,1,R,12,R,0,R,31,R,1,R,0,R,0,R,1,R,37,R,10,R,1,R,0
454999,1,R,25,R,1,R,24,R,0,R,0,R,4,R,2,R,0,R,19,R,0,R,0,R,0,R,0,R,13,R,12,R,0,R,0
454999,2,R,40,R,0,R,40,R,1,R,1,R,12,R,2,R,0,R,23,R,1,R,0,R,0,R,0,R,26,R,13,R,1,R,0
455008,1,R,36,R,2,R,34,R,0,R,0,R,9,R,7,R,0,R,19,R,1,R,0,R,0,R,1,R,18,R,13,R,4,R,0
455008,2,R,26,R,0,R,26,R,0,R,0,R,1,R,7,R,0,R,17,R,1,R,0,R,0,R,0,R,16,R,9,R,1,R,0
455017,2,R,8,R,0,R,8,Z,0,Z,0,R,0,R,1,Z,0,R,7,R,0,Z,0,Z,0,R,0,R,7,R,1,R,0,R,0
455026,1,R,42,R,36,R,6,R,0,R,0,R,21,R,1,R,0,R,15,R,5,R,0,R,0,R,0,R,26,R,13,R,3,R,0
455026,2,R,33,R,31,R,2,R,0,R,1,R,9,R,5,R,0,R,15,R,3,R,0,R,0,R,0,R,23,R,10,R,0,R,0
455035,1,R,57,R,36,R,21,R,0,R,0,R,55,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,10,R,13,R,34,R,0
455053,1,R,7,R,0,R,7,R,0,R,3,R,0,R,0,R,0,R,3,R,1,R,0,R,0,R,0,R,3,R,2,R,2,R,0
455053,2,R,11,R,2,R,9,R,0,R,0,R,9,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,5,R,5,R,1,R,0
455062,1,R,23,R,0,R,23,R,1,R,0,R,1,R,1,R,0,R,17,R,1,R,0,R,2,R,0,R,8,R,13,R,2,R,0
455062,2,R,24,R,0,R,24,R,0,R,1,R,2,R,0,R,0,R,20,R,1,R,0,R,0,R,0,R,17,R,5,R,2,R,0
455071,1,R,64,R,18,R,46,R,2,R,0,R,8,R,0,R,0,R,54,R,0,R,0,R,0,R,4,R,22,R,35,R,3,R,0
455080,2,R,57,R,5,R,52,R,0,R,1,R,0,R,0,R,0,R,56,R,0,R,0,R,0,R,0,R,35,R,20,R,2,R,0
455099,7,R,7,R,6,R,1,Z,0,Z,0,R,1,R,1,Z,0,R,5,Z,0,Z,0,Z,0,R,0,R,0,R,3,R,4,R,0
455105,1,R,28,R,0,R,28,R,0,R,0,R,5,R,0,R,0,R,21,R,0,R,2,R,0,R,1,R,11,R,12,R,4,R,0
455105,2,R,27,R,2,R,25,R,0,R,0,R,6,R,1,R,0,R,20,R,0,R,0,R,0,R,0,R,19,R,8,R,0,R,0
455114,1,R,287,R,264,R,23,R,1,R,3,R,2,R,35,R,2,R,215,R,2,R,27,R,0,R,0,R,94,R,138,R,55,R,0
